chr	start	end	nSNPs	anc	intSize
chr1	1356713	1356715	1	pmex	2
chr1	1356761	1356763	1	plat	2
chr1	1356783	1357020	5	pmex	237
chr1	1357029	1357031	1	pmex	2
chr1	1357063	1357065	1	pmex	2
chr1	1358759	1358761	1	pmex	2
chr1	1363731	1363733	1	pmex	2
chr1	1363759	1363761	1	plat	2
chr1	1363879	1363881	1	plat	2
chr1	1369803	1369805	1	plat	2
chr1	1377604	1377606	1	plat	2
chr1	1377673	1377721	13	pmex	48
chr1	1377736	1378191	35	pmex	455
chr1	1379650	1379666	8	pmex	16
chr1	1379920	1379922	1	plat	2
chr1	1384389	1384391	1	pmex	2
chr1	1384991	1384993	1	plat	2
chr1	1385243	1385245	1	plat	2
chr1	1385687	1385689	1	plat	2
chr1	1385914	1385916	1	plat	2
chr1	1389778	1389780	1	plat	2
chr1	1389887	1389889	1	pmex	2
chr1	1390004	1390006	1	pmex	2
chr1	1390067	1390071	3	pmex	4
chr1	1390739	1390741	1	pmex	2
chr1	1390743	1390745	1	pmex	2
chr1	1391156	1391158	1	pmex	2
chr1	1391163	1391165	1	pmex	2
chr1	1391621	1391623	1	plat	2
chr1	1393198	1393200	1	plat	2
chr1	1396609	1396639	3	pmex	30
chr1	1396653	1396655	1	pmex	2
chr1	1396672	1396674	1	pmex	2
chr1	1396916	1396932	4	pmex	16
chr1	1397086	1397088	1	plat	2
chr1	1403305	1403307	1	plat	2
chr1	1404363	1404365	1	plat	2
chr1	1404450	1404452	1	plat	2
chr1	1405277	1405279	1	plat	2
chr1	1405433	1405435	1	pmex	2
chr1	1407836	1407838	1	pmex	2
chr1	1415264	1415266	1	plat	2
chr1	1415887	1415889	1	plat	2
chr1	1416800	1416802	1	pmex	2
chr1	1420925	1420927	1	pmex	2
chr1	1420967	1420969	1	pmex	2
chr1	1421006	1421008	1	pmex	2
chr1	1421040	1421042	1	pmex	2
chr1	1421085	1421087	1	pmex	2
chr1	1421137	1421139	1	pmex	2
chr1	1421138	1421140	1	pmex	2
chr1	1421155	1421157	1	pmex	2
chr1	1421213	1421215	1	pmex	2
chr1	1421216	1421218	1	pmex	2
chr1	1421299	1421301	1	pmex	2
chr1	1421325	1421376	5	pmex	51
chr1	1421381	1421383	1	pmex	2
chr1	1421383	1421385	1	pmex	2
chr1	1421425	1421427	1	pmex	2
chr1	1423762	1423764	1	pmex	2
chr1	1426339	1426341	1	pmex	2
chr1	1426344	1426346	1	pmex	2
chr1	1431447	1431449	1	pmex	2
chr1	1431448	1431450	1	pmex	2
chr1	1431515	1431517	1	pmex	2
chr1	1431585	1431587	1	pmex	2
chr1	1431652	1431745	5	pmex	93
chr1	1431766	1431768	1	pmex	2
chr1	1431794	1431796	1	pmex	2
chr1	1431800	1431802	1	pmex	2
chr1	1431816	1431818	1	pmex	2
chr1	1431852	1431854	1	pmex	2
chr1	1431903	1431905	1	pmex	2
chr1	1431905	1431907	1	pmex	2
chr1	1431915	1431917	1	pmex	2
chr1	1431930	1431932	1	pmex	2
chr1	1432021	1432098	3	pmex	77
chr1	1432103	1432105	1	pmex	2
chr1	1432129	1432131	1	pmex	2
chr1	1432141	1432143	1	pmex	2
chr1	1434858	1434860	1	pmex	2
chr1	1434859	1434861	1	pmex	2
chr1	1434905	1434907	1	pmex	2
chr1	1435292	1435294	1	pmex	2
chr1	1435294	1435296	1	pmex	2
chr1	1437832	1437834	1	plat	2
chr1	1442883	1442885	1	plat	2
chr1	1443206	1443213	3	pmex	7
chr1	1443419	1443421	1	pmex	2
chr1	1443420	1443422	1	pmex	2
chr1	1444364	1444366	1	plat	2
chr1	1444512	1444514	1	pmex	2
chr1	1444957	1444959	1	pmex	2
chr1	1444963	1444965	1	pmex	2
chr1	1444964	1444966	1	pmex	2
chr1	1444973	1444975	1	pmex	2
chr1	1444976	1444978	1	pmex	2
chr1	1444982	1444984	1	pmex	2
chr1	1446147	1446149	1	pmex	2
chr1	1446155	1446157	1	pmex	2
chr1	1465008	1465010	1	plat	2
chr1	1468329	1468352	3	pmex	23
chr1	1468402	1468404	1	pmex	2
chr1	1468825	1468827	1	plat	2
chr1	1468928	1468930	1	pmex	2
chr1	1469242	1469266	4	pmex	24
chr1	1476918	1476920	1	plat	2
chr1	1476981	1477058	5	plat	77
chr1	1477419	1477421	1	pmex	2
chr1	1479019	1479021	1	pmex	2
chr1	1480110	1480112	1	plat	2
chr1	1480209	1480226	3	plat	17
chr1	1480408	1480410	1	pmex	2
chr1	1480417	1480419	1	pmex	2
chr1	1480463	1480465	1	pmex	2
chr1	1480529	1480531	1	pmex	2
chr1	1480531	1480533	1	pmex	2
chr1	1480622	1480624	1	pmex	2
chr1	1480647	1480649	1	pmex	2
chr1	1480676	1480678	1	pmex	2
chr1	1480762	1480865	4	pmex	103
chr1	1480907	1480909	1	pmex	2
chr1	1480916	1480918	1	pmex	2
chr1	1480959	1480961	1	pmex	2
chr1	1481371	1481441	4	pmex	70
chr1	1481481	1481842	5	pmex	361
chr1	1482042	1482044	1	pmex	2
chr1	1483016	1483018	1	plat	2
chr1	1484543	1484545	1	plat	2
chr1	1484714	1484716	1	pmex	2
chr1	1484876	1484878	1	plat	2
chr1	1489494	1489496	1	plat	2
chr1	1490120	1490122	1	plat	2
chr1	1492761	1492763	1	plat	2
chr1	1493079	1493081	1	pmex	2
chr1	1493361	1493367	3	pmex	6
chr1	1493377	1493379	1	pmex	2
chr1	1493384	1493424	8	pmex	40
chr1	1493446	1493448	1	pmex	2
chr1	1493481	1493483	1	pmex	2
chr1	1493489	1493491	1	pmex	2
chr1	1493538	1493540	1	plat	2
chr1	1496800	1496802	1	pmex	2
chr1	1496806	1496808	1	pmex	2
chr1	1496849	1496959	7	pmex	110
chr1	1500637	1500639	1	plat	2
chr1	1501102	1501104	1	plat	2
chr1	1501800	1501802	1	pmex	2
chr1	1501807	1501809	1	pmex	2
chr1	1501852	1501905	3	pmex	53
chr1	1502475	1502477	1	plat	2
chr1	1504070	1504072	1	pmex	2
chr1	1504076	1504078	1	pmex	2
chr1	1504083	1504085	1	pmex	2
chr1	1504094	1504096	1	pmex	2
chr1	1504099	1504101	1	pmex	2
chr1	1504110	1504112	1	pmex	2
chr1	1504919	1504921	1	plat	2
chr1	1509260	1509262	1	plat	2
chr1	1509426	1509428	1	plat	2
chr1	1510597	1510599	1	pmex	2
chr1	1515757	1515759	1	plat	2
chr1	1517337	1517339	1	plat	2
chr1	1517539	1517543	3	plat	4
chr1	1519183	1519185	1	plat	2
chr1	1519685	1519687	1	plat	2
chr1	1521362	1521364	1	plat	2
chr1	1521789	1521791	1	plat	2
chr1	1522322	1522324	1	plat	2
chr1	1523991	1524009	3	pmex	18
chr1	1524028	1524030	1	pmex	2
chr1	1524043	1524045	1	pmex	2
chr1	1524304	1524306	1	pmex	2
chr1	1524540	1524542	1	pmex	2
chr1	1524546	1524548	1	pmex	2
chr1	1529342	1529344	1	pmex	2
chr1	1529613	1529615	1	plat	2
chr1	1530753	1530755	1	pmex	2
chr1	1530761	1530763	1	pmex	2
chr1	1530764	1530766	1	pmex	2
chr1	1531207	1531209	1	plat	2
chr1	1531542	1531544	1	plat	2
chr1	1532003	1532005	1	plat	2
chr1	1535325	1535327	1	plat	2
chr1	1535519	1535521	1	plat	2
chr1	1537175	1537177	1	pmex	2
chr1	1537289	1537291	1	pmex	2
chr1	1537417	1537419	1	pmex	2
chr1	1537627	1537629	1	pmex	2
chr1	1537645	1537647	1	pmex	2
chr1	1537650	1537652	1	pmex	2
chr1	1538289	1538291	1	pmex	2
chr1	1538341	1538343	1	pmex	2
chr1	1538527	1538529	1	plat	2
chr1	1543065	1543067	1	pmex	2
chr1	1543080	1543098	3	pmex	18
chr1	1543298	1543300	1	pmex	2
chr1	1543446	1543448	1	pmex	2
chr1	1543521	1543523	1	pmex	2
chr1	1543545	1543547	1	pmex	2
chr1	1543573	1543799	21	pmex	226
chr1	1545081	1545294	11	pmex	213
chr1	1545573	1545575	1	pmex	2
chr1	1545657	1545739	3	pmex	82
chr1	1545932	1545934	1	plat	2
chr1	1553756	1553781	10	pmex	25
chr1	1554448	1554450	1	plat	2
chr1	1554567	1554569	1	pmex	2
chr1	1554591	1554639	5	pmex	48
chr1	1557542	1557544	1	plat	2
chr1	1558060	1558062	1	pmex	2
chr1	1559701	1559703	1	plat	2
chr1	1561759	1561761	1	pmex	2
chr1	1561876	1561878	1	pmex	2
chr1	1562163	1562165	1	plat	2
chr1	1575327	1575345	4	pmex	18
chr1	1575415	1575417	1	pmex	2
chr1	1575472	1575525	3	pmex	53
chr1	1575540	1575542	1	pmex	2
chr1	1575555	1575557	1	pmex	2
chr1	1575643	1575645	1	pmex	2
chr1	1575874	1575921	5	pmex	47
chr1	1575979	1575981	1	pmex	2
chr1	1576090	1576092	1	pmex	2
chr1	1576132	1576134	1	pmex	2
chr1	1576342	1576344	1	plat	2
chr1	1576420	1576422	1	pmex	2
chr1	1576432	1576434	1	pmex	2
chr1	1576442	1576444	1	pmex	2
chr1	1576578	1576580	1	pmex	2
chr1	1576628	1576677	6	pmex	49
chr1	1576752	1576756	3	pmex	4
chr1	1576797	1576799	1	pmex	2
chr1	1576909	1576911	1	plat	2
chr1	1582463	1582465	1	plat	2
chr1	1584875	1584877	1	pmex	2
chr1	1584885	1584985	7	pmex	100
chr1	1585088	1585090	1	pmex	2
chr1	1585116	1585118	1	pmex	2
chr1	1585331	1585512	5	pmex	181
chr1	1585838	1585840	1	plat	2
chr1	1586921	1586923	1	pmex	2
chr1	1586927	1586929	1	pmex	2
chr1	1596977	1596979	1	pmex	2
chr1	1597806	1597808	1	plat	2
chr1	1598820	1598822	1	pmex	2
chr1	1598823	1598825	1	pmex	2
chr1	1600230	1600232	1	plat	2
chr1	1602965	1602967	1	plat	2
chr1	1602979	1602981	1	pmex	2
chr1	1602993	1602995	1	pmex	2
chr1	1604333	1604335	1	plat	2
chr1	1604906	1604908	1	plat	2
chr1	1605035	1605037	1	plat	2
chr1	1610100	1610102	1	plat	2
chr1	1610768	1610770	1	plat	2
chr1	1611455	1611457	1	plat	2
chr1	1612269	1612271	1	pmex	2
chr1	1612482	1612484	1	pmex	2
chr1	1617143	1617145	1	pmex	2
chr1	1617144	1617146	1	pmex	2
chr1	1617344	1617346	1	plat	2
chr1	1618083	1618085	1	plat	2
chr1	1620134	1620136	1	plat	2
chr1	1621354	1621356	1	plat	2
chr1	1622725	1622727	1	pmex	2
chr1	1623095	1623097	1	plat	2
chr1	1624384	1624386	1	plat	2
chr1	1628066	1628068	1	plat	2
chr1	1628578	1628580	1	plat	2
chr1	1628634	1628636	1	plat	2
chr1	1632972	1632974	1	plat	2
chr1	1633623	1633625	1	plat	2
chr1	1633665	1633667	1	plat	2
chr1	1634575	1634577	1	pmex	2
chr1	1635707	1635709	1	plat	2
chr1	1643002	1643004	1	pmex	2
chr1	1643061	1643063	1	pmex	2
chr1	1643136	1643138	1	pmex	2
chr1	1643381	1643414	7	pmex	33
chr1	1644126	1644128	1	pmex	2
chr1	1644940	1644942	1	plat	2
chr1	1645172	1645174	1	pmex	2
chr1	1645180	1645182	1	pmex	2
chr1	1645313	1645315	1	pmex	2
chr1	1645322	1645324	1	pmex	2
chr1	1645357	1645359	1	pmex	2
chr1	1648130	1648132	1	plat	2
chr1	1648593	1648595	1	pmex	2
chr1	1650697	1650699	1	plat	2
chr1	1652463	1652465	1	plat	2
chr1	1652704	1652706	1	plat	2
chr1	1652807	1652809	1	plat	2
chr1	1655664	1655666	1	plat	2
chr1	1655739	1655741	1	plat	2
chr1	1657051	1657053	1	plat	2
chr1	1658730	1658732	1	plat	2
chr1	1658816	1658818	1	pmex	2
chr1	1659045	1659047	1	plat	2
chr1	1662661	1662663	1	plat	2
chr1	1662880	1662882	1	plat	2
chr1	1664117	1664119	1	plat	2
chr1	1666851	1666853	1	pmex	2
chr1	1666890	1666892	1	plat	2
chr1	1666982	1666984	1	plat	2
chr1	1667743	1667745	1	plat	2
chr1	1668065	1668067	1	plat	2
chr1	1672514	1672516	1	plat	2
chr1	1678519	1678521	1	pmex	2
chr1	1678534	1678536	1	pmex	2
chr1	1678553	1678555	1	pmex	2
chr1	1678853	1678855	1	pmex	2
chr1	1680393	1680395	1	plat	2
chr1	1681390	1681392	1	plat	2
chr1	1683431	1683433	1	pmex	2
chr1	1683438	1683440	1	pmex	2
chr1	1683465	1683467	1	pmex	2
chr1	1683466	1683468	1	pmex	2
chr1	1684683	1684700	3	pmex	17
chr1	1686415	1686417	1	pmex	2
chr1	1686567	1686569	1	plat	2
chr1	1686965	1686967	1	plat	2
chr1	1688063	1688065	1	plat	2
chr1	1688309	1688311	1	plat	2
chr1	1688477	1688479	1	plat	2
chr1	1694822	1694824	1	plat	2
chr1	1695325	1695327	1	plat	2
chr1	1696463	1696465	1	plat	2
chr1	1697135	1697137	1	plat	2
chr1	1697860	1697862	1	pmex	2
chr1	1698264	1698270	3	plat	6
chr1	1700444	1700446	1	pmex	2
chr1	1711268	1711270	1	plat	2
chr1	1711279	1711281	1	plat	2
chr1	1711781	1711783	1	plat	2
chr1	1712450	1712494	4	pmex	44
chr1	1712788	1712790	1	pmex	2
chr1	1713015	1713017	1	plat	2
chr1	1714807	1714809	1	plat	2
chr1	1715094	1715096	1	plat	2
chr1	1715977	1715979	1	plat	2
chr1	1716386	1716388	1	plat	2
chr1	1719571	1719573	1	pmex	2
chr1	1727698	1727700	1	plat	2
chr1	1727707	1727709	1	plat	2
chr1	1728747	1728749	1	plat	2
chr1	1729469	1729471	1	plat	2
chr1	1729682	1729684	1	plat	2
chr1	1730373	1730375	1	plat	2
chr1	1731467	1731469	1	plat	2
chr1	1732435	1732437	1	plat	2
chr1	1734636	1734638	1	plat	2
chr1	1737126	1737128	1	plat	2
chr1	1738091	1738093	1	plat	2
chr1	1738882	1738884	1	plat	2
chr1	1738935	1738937	1	plat	2
chr1	1738988	1738990	1	plat	2
chr1	1740896	1740898	1	plat	2
chr1	1741239	1741241	1	plat	2
chr1	1750413	1750600	9	pmex	187
chr1	1752712	1752714	1	plat	2
chr1	1753177	1753179	1	plat	2
chr1	1754305	1754307	1	plat	2
chr1	1754535	1754537	1	plat	2
chr1	1756018	1756020	1	plat	2
chr1	1756829	1756831	1	pmex	2
chr1	1758011	1758013	1	plat	2
chr1	1758699	1758701	1	plat	2
chr1	1759053	1759055	1	plat	2
chr1	1759597	1759599	1	plat	2
chr1	1759637	1759639	1	pmex	2
chr1	1759706	1759708	1	pmex	2
chr1	1760027	1760029	1	plat	2
chr1	1760178	1760180	1	plat	2
chr1	1763098	1763100	1	plat	2
chr1	1764167	1764169	1	pmex	2
chr1	1765092	1765094	1	plat	2
chr1	1765308	1765310	1	pmex	2
chr1	1765751	1765753	1	plat	2
chr1	1766024	1766026	1	pmex	2
chr1	1766227	1766229	1	pmex	2
chr1	1766231	1766233	1	plat	2
chr1	1766235	1766454	12	pmex	219
chr1	1766602	1766604	1	pmex	2
chr1	1766648	1766650	1	plat	2
chr1	1767902	1767910	3	pmex	8
chr1	1768357	1768359	1	plat	2
chr1	1768875	1768877	1	plat	2
chr1	1770205	1770207	1	plat	2
chr1	1770350	1770352	1	plat	2
chr1	1771252	1771254	1	pmex	2
chr1	1772389	1772391	1	pmex	2
chr1	1772561	1772563	1	plat	2
chr1	1775416	1775418	1	plat	2
chr1	1775956	1775958	1	plat	2
chr1	1777051	1777053	1	plat	2
chr1	1781295	1781297	1	plat	2
chr1	1781669	1781671	1	plat	2
chr1	1787101	1787103	1	plat	2
chr1	1787532	1787534	1	plat	2
chr1	1787604	1787606	1	plat	2
chr1	1787865	1787867	1	pmex	2
chr1	1787873	1787875	1	pmex	2
chr1	1788360	1788362	1	plat	2
chr1	1788563	1788565	1	plat	2
chr1	1788578	1788580	1	pmex	2
chr1	1789120	1789122	1	pmex	2
chr1	1789126	1789128	1	pmex	2
chr1	1789183	1789185	1	plat	2
chr1	1789331	1789333	1	plat	2
chr1	1789554	1789556	1	pmex	2
chr1	1791175	1791177	1	plat	2
chr1	1791752	1791754	1	plat	2
chr1	1793822	1793824	1	plat	2
chr1	1794910	1794912	1	pmex	2
chr1	1795026	1795028	1	pmex	2
chr1	1795134	1795136	1	plat	2
chr1	1796159	1796161	1	pmex	2
chr1	1796816	1796818	1	plat	2
chr1	1797911	1797913	1	plat	2
chr1	1798953	1798955	1	plat	2
chr1	1799045	1799047	1	pmex	2
chr1	1799068	1799070	1	plat	2
chr1	1800719	1800721	1	plat	2
chr1	1801505	1801507	1	pmex	2
chr1	1802200	1802202	1	pmex	2
chr1	1802784	1802786	1	plat	2
chr1	1803495	1803497	1	pmex	2
chr1	1803745	1803747	1	plat	2
chr1	1804408	1804410	1	pmex	2
chr1	1804769	1804771	1	pmex	2
chr1	1805712	1805714	1	plat	2
chr1	1806039	1806041	1	plat	2
chr1	1807324	1807326	1	plat	2
chr1	1807508	1807510	1	plat	2
chr1	1807748	1807750	1	pmex	2
chr1	1808528	1808530	1	plat	2
chr1	1811749	1811751	1	pmex	2
chr1	1811864	1811866	1	plat	2
chr1	1812426	1812428	1	pmex	2
chr1	1814343	1814345	1	pmex	2
chr1	1815787	1815789	1	plat	2
chr1	1815794	1815796	1	pmex	2
chr1	1815808	1815810	1	pmex	2
chr1	1816022	1816024	1	pmex	2
chr1	1816837	1816839	1	plat	2
chr1	1823007	1823009	1	pmex	2
chr1	1823982	1823984	1	plat	2
chr1	1824159	1825664	14	pmex	1505
chr1	1826493	1826495	1	pmex	2
chr1	1826646	1828316	14	pmex	1670
chr1	1829232	1829636	9	pmex	404
chr1	1830437	1830439	1	plat	2
chr1	1830694	1830696	1	pmex	2
chr1	1831660	1831662	1	plat	2
chr1	1837111	1837113	1	plat	2
chr1	1837616	1837618	1	pmex	2
chr1	1838308	1838310	1	plat	2
chr1	1841232	1841234	1	pmex	2
chr1	1842063	1842065	1	plat	2
chr1	1842560	1842562	1	plat	2
chr1	1842955	1842957	1	pmex	2
chr1	1843190	1843192	1	plat	2
chr1	1844649	1844651	1	pmex	2
chr1	1846139	1846141	1	plat	2
chr1	1849946	1849959	3	pmex	13
chr1	1851120	1851122	1	plat	2
chr1	1851564	1851566	1	plat	2
chr1	1852743	1852745	1	plat	2
chr1	1852827	1852829	1	plat	2
chr1	1852887	1852889	1	pmex	2
chr1	1852944	1852946	1	pmex	2
chr1	1853243	1853245	1	plat	2
chr1	1853410	1853412	1	pmex	2
chr1	1853485	1853487	1	plat	2
chr1	1853874	1853876	1	plat	2
chr1	1854457	1854459	1	plat	2
chr1	1855821	1855823	1	plat	2
chr1	1856594	1856596	1	pmex	2
chr1	1857771	1857773	1	pmex	2
chr1	1858132	1858134	1	pmex	2
chr1	1858215	1858217	1	pmex	2
chr1	1858986	1858988	1	pmex	2
chr1	1867451	1867453	1	pmex	2
chr1	1867452	1867454	1	pmex	2
chr1	1868039	1868041	1	pmex	2
chr1	1868455	1868457	1	plat	2
chr1	1868465	1868467	1	plat	2
chr1	1868705	1868707	1	pmex	2
chr1	1869013	1869022	4	pmex	9
chr1	1872949	1872951	1	pmex	2
chr1	1872966	1872968	1	pmex	2
chr1	1874392	1874394	1	plat	2
chr1	1874802	1874804	1	plat	2
chr1	1874812	1874814	1	plat	2
chr1	1874875	1874877	1	pmex	2
chr1	1875003	1875005	1	pmex	2
chr1	1879047	1879049	1	pmex	2
chr1	1879293	1879295	1	plat	2
chr1	1889613	1889698	9	pmex	85
chr1	1889750	1889808	4	pmex	58
chr1	1889826	1889828	1	plat	2
chr1	1889835	1889882	5	pmex	47
chr1	1890570	1890572	1	plat	2
chr1	1890693	1890695	1	plat	2
chr1	1891353	1891355	1	plat	2
chr1	1891844	1891846	1	pmex	2
chr1	1892031	1892033	1	pmex	2
chr1	1892064	1892066	1	pmex	2
chr1	1892130	1892132	1	pmex	2
chr1	1898734	1898736	1	plat	2
chr1	1899883	1899885	1	plat	2
chr1	1901389	1901391	1	pmex	2
chr1	1902184	1902186	1	pmex	2
chr1	1902295	1902297	1	plat	2
chr1	1902561	1902563	1	pmex	2
chr1	1902580	1902582	1	pmex	2
chr1	1902671	1902673	1	plat	2
chr1	1902738	1902740	1	plat	2
chr1	1902994	1902996	1	plat	2
chr1	1903652	1903654	1	plat	2
chr1	1903987	1903989	1	pmex	2
chr1	1907385	1907387	1	plat	2
chr1	1907720	1907722	1	plat	2
chr1	1909290	1909292	1	plat	2
chr1	1909435	1909437	1	plat	2
chr1	1910363	1910490	3	plat	127
chr1	1911059	1911061	1	pmex	2
chr1	1911060	1911062	1	pmex	2
chr1	1911061	1911071	5	pmex	10
chr1	1912247	1912255	4	pmex	8
chr1	1914130	1914132	1	plat	2
chr1	1914435	1914437	1	plat	2
chr1	1915500	1915676	3	plat	176
chr1	1915951	1915953	1	plat	2
chr1	1916052	1916054	1	plat	2
chr1	1919396	1919398	1	pmex	2
chr1	1922198	1922200	1	plat	2
chr1	1922613	1922615	1	plat	2
chr1	1922910	1922912	1	plat	2
chr1	1923854	1923856	1	pmex	2
chr1	1924825	1924827	1	plat	2
chr1	1925139	1925141	1	pmex	2
chr1	1926576	1926578	1	plat	2
chr1	1926701	1926703	1	plat	2
chr1	1927178	1927180	1	plat	2
chr1	1930397	1930408	8	plat	11
chr1	1931953	1931955	1	plat	2
chr1	1933118	1933120	1	plat	2
chr1	1933509	1933511	1	plat	2
chr1	1934656	1934658	1	plat	2
chr1	1937435	1937437	1	plat	2
chr1	1938874	1938876	1	plat	2
chr1	1938907	1938909	1	plat	2
chr1	1939236	1939238	1	plat	2
chr1	1939515	1939517	1	pmex	2
chr1	1939529	1939531	1	pmex	2
chr1	1939845	1939847	1	plat	2
chr1	1940098	1940100	1	pmex	2
chr1	1940099	1940101	1	pmex	2
chr1	1940220	1940222	1	plat	2
chr1	1942354	1942356	1	plat	2
chr1	1942759	1942761	1	plat	2
chr1	1945970	1945972	1	plat	2
chr1	1947053	1947055	1	plat	2
chr1	1948467	1948469	1	plat	2
chr1	1949065	1949067	1	plat	2
chr1	1949341	1949343	1	plat	2
chr1	1949525	1949527	1	pmex	2
chr1	1949530	1949532	1	plat	2
chr1	1949963	1949965	1	plat	2
chr1	1950497	1950499	1	plat	2
chr1	1951359	1951361	1	plat	2
chr1	1951593	1951595	1	plat	2
chr1	1951832	1951834	1	plat	2
chr1	1951833	1951835	1	plat	2
chr1	1954067	1954069	1	plat	2
chr1	1954825	1954827	1	plat	2
chr1	1955391	1955393	1	pmex	2
chr1	1955616	1955618	1	pmex	2
chr1	1956149	1956151	1	plat	2
chr1	1956613	1956615	1	plat	2
chr1	1957618	1957620	1	pmex	2
chr1	1958097	1958099	1	plat	2
chr1	1958144	1958146	1	plat	2
chr1	1958430	1958432	1	plat	2
chr1	1958542	1958544	1	plat	2
chr1	1958626	1958628	1	plat	2
chr1	1958987	1958989	1	plat	2
chr1	1960491	1960493	1	pmex	2
chr1	1962346	1962348	1	plat	2
chr1	1962535	1962537	1	plat	2
chr1	1963223	1963225	1	plat	2
chr1	1963649	1963651	1	plat	2
chr1	1966087	1966089	1	pmex	2
chr1	1966189	1966191	1	pmex	2
chr1	1966240	1966242	1	plat	2
chr1	1967759	1967761	1	plat	2
chr1	1967850	1967852	1	plat	2
chr1	1967921	1967923	1	plat	2
chr1	1968141	1968143	1	plat	2
chr1	1968632	1968634	1	plat	2
chr1	1969443	1969445	1	plat	2
chr1	1971334	1971336	1	plat	2
chr1	1971376	1971378	1	pmex	2
chr1	1971426	1971428	1	plat	2
chr1	1971460	1971462	1	plat	2
chr1	1971725	1971727	1	pmex	2
chr1	1972074	1972076	1	plat	2
chr1	1972711	1972713	1	plat	2
chr1	1972871	1972873	1	plat	2
chr1	1973581	1973583	1	plat	2
chr1	1973585	1973587	1	plat	2
chr1	1974130	1974132	1	plat	2
chr1	1975957	1975959	1	plat	2
chr1	1976745	1976747	1	plat	2
chr1	1976915	1976917	1	plat	2
chr1	1978376	1978378	1	plat	2
chr1	1978845	1978847	1	plat	2
chr1	1979166	1979168	1	pmex	2
chr1	1980380	1980382	1	plat	2
chr1	1983614	1983616	1	plat	2
chr1	1985662	1985664	1	plat	2
chr1	1988405	1988407	1	plat	2
chr1	1989616	1989618	1	plat	2
chr1	1990238	1990240	1	plat	2
chr1	1990825	1990827	1	pmex	2
chr1	1990981	1990983	1	plat	2
chr1	1991023	1991025	1	plat	2
chr1	1991308	1991310	1	plat	2
chr1	1991655	1991657	1	plat	2
chr1	1991766	1991768	1	pmex	2
chr1	1991775	1991777	1	pmex	2
chr1	1992633	1992635	1	plat	2
chr1	1993600	1993602	1	pmex	2
chr1	1994837	1994839	1	plat	2
chr1	1996720	1996722	1	plat	2
chr1	1996906	1996908	1	plat	2
chr1	1997625	1997627	1	plat	2
chr1	1997824	1997826	1	plat	2
chr1	1997825	1997827	1	plat	2
chr1	1998395	1998397	1	plat	2
chr1	1999095	1999108	3	plat	13
chr1	1999716	1999718	1	plat	2
chr1	2000163	2000165	1	plat	2
chr1	2001194	2001196	1	plat	2
chr1	2001354	2001356	1	plat	2
chr1	2001371	2001373	1	plat	2
chr1	2003947	2003949	1	plat	2
chr1	2004590	2004592	1	pmex	2
chr1	2005601	2005603	1	plat	2
chr1	2006210	2006212	1	plat	2
chr1	2006321	2006323	1	plat	2
chr1	2007068	2007070	1	plat	2
chr1	2007072	2007074	1	plat	2
chr1	2007349	2007351	1	plat	2
chr1	2010664	2010666	1	plat	2
chr1	2010773	2010775	1	pmex	2
chr1	2012373	2012375	1	plat	2
chr1	2012855	2012857	1	plat	2
chr1	2015663	2015665	1	plat	2
chr1	2016366	2016368	1	plat	2
chr1	2016524	2016526	1	plat	2
chr1	2017141	2017143	1	plat	2
chr1	2017316	2017318	1	plat	2
chr1	2017920	2017922	1	plat	2
chr1	2020522	2020524	1	pmex	2
chr1	2020696	2020698	1	plat	2
chr1	2020836	2020838	1	plat	2
chr1	2021302	2021304	1	plat	2
chr1	2023071	2023073	1	plat	2
chr1	2023702	2023704	1	plat	2
chr1	2023712	2023714	1	plat	2
chr1	2023958	2023960	1	plat	2
chr1	2024897	2024899	1	plat	2
chr1	2025550	2025552	1	plat	2
chr1	2025983	2025985	1	pmex	2
chr1	2026015	2026017	1	plat	2
chr1	2026093	2026095	1	pmex	2
chr1	2026119	2026121	1	pmex	2
chr1	2026304	2026306	1	plat	2
chr1	2026321	2026323	1	pmex	2
chr1	2028300	2028302	1	plat	2
chr1	2028669	2028671	1	pmex	2
chr1	2029408	2029410	1	plat	2
chr1	2029458	2029460	1	plat	2
chr1	2029482	2029484	1	plat	2
chr1	2029508	2029510	1	plat	2
chr1	2030164	2030166	1	plat	2
chr1	2030330	2030332	1	pmex	2
chr1	2030331	2030333	1	pmex	2
chr1	2040347	2040349	1	pmex	2
chr1	2161396	2161398	1	pmex	2
chr1	2161409	2161434	4	pmex	25
chr1	2161439	2161450	4	pmex	11
chr1	2162130	2162264	13	pmex	134
chr1	2162307	2162309	1	plat	2
chr1	2162352	2162354	1	plat	2
chr1	2162947	2162960	3	pmex	13
chr1	2163020	2163282	14	pmex	262
chr1	2163340	2163342	1	plat	2
chr1	2214573	2214575	1	plat	2
chr1	2215035	2215037	1	plat	2
chr1	2215189	2215191	1	plat	2
chr1	2216331	2216333	1	plat	2
chr1	2217660	2217662	1	plat	2
chr1	2217940	2217942	1	plat	2
chr1	2218134	2218136	1	plat	2
chr1	2218482	2218484	1	plat	2
chr1	2219209	2219211	1	plat	2
chr1	2219308	2219310	1	plat	2
chr1	2219791	2219793	1	plat	2
chr1	2219792	2219794	1	plat	2
chr1	2222129	2222131	1	plat	2
chr1	2222613	2222615	1	plat	2
chr1	2223810	2223812	1	pmex	2
chr1	2224404	2224406	1	pmex	2
chr1	2225668	2225670	1	plat	2
